id,valor,pais,canal,tipo_cartao,horario,data,usuario_id,fraude
2433,618.23,BR,app,pre-pago,20:15,2025-04-18,USER_1947,0
2434,566.45,US,app,debito,10:21,2025-04-14,USER_0825,0
2435,706.31,BR,app,credito,14:38,2025-05-02,USER_0299,0
2436,29.97,BR,loja,credito,16:28,2025-04-18,USER_0986,0
2437,302.08,CN,loja,credito,13:45,2025-03-21,USER_1136,0
2438,532.59,BR,app,credito,07:13,2025-05-10,USER_1909,0
2439,462.29,BR,web,debito,09:32,2025-04-07,USER_1771,0
2440,312.22,BR,loja,debito,20:43,2025-02-23,USER_0176,0
2441,436.06,BR,app,debito,18:31,2025-05-02,USER_1768,0
2442,449.58,BR,loja,credito,10:29,2025-05-05,USER_1278,0
2443,697.58,BR,loja,credito,16:09,2025-02-27,USER_0252,0
2444,648.61,BR,app,debito,15:23,2025-03-09,USER_1174,0
2445,231.09,FR,loja,credito,10:22,2025-02-21,USER_1961,0
2446,684.39,BR,app,debito,15:22,2025-03-11,USER_1914,0
2447,774.82,BR,app,debito,06:54,2025-03-14,USER_0574,0
2448,662.2,NG,app,debito,06:11,2025-05-09,USER_0763,0
2449,476.05,BR,loja,credito,21:10,2025-03-13,USER_0273,0
2450,506.44,BR,loja,credito,14:54,2025-03-30,USER_1975,0
2451,254.31,BR,web,debito,16:48,2025-04-24,USER_0506,0
2452,651.82,BR,loja,credito,17:43,2025-05-06,USER_0209,0
2453,1527.59,US,web,debito,4:54,2025-03-15,USER_0761,1
2454,481.25,BR,app,debito,14:38,2025-03-05,USER_1244,0
2455,844.77,BR,loja,credito,16:03,2025-03-29,USER_0267,0
2456,179.84,BR,loja,debito,09:25,2025-02-25,USER_0465,0
2457,378.75,BR,loja,credito,15:33,2025-03-31,USER_1609,0
2458,48.09,BR,loja,credito,07:06,2025-04-01,USER_0796,0
2459,512.61,BR,app,credito,13:13,2025-02-27,USER_0044,0
2460,465.37,BR,web,debito,19:07,2025-03-25,USER_1585,0
2461,301.84,BR,app,credito,16:33,2025-03-19,USER_1840,0
2462,107.77,BR,web,debito,11:30,2025-05-03,USER_1173,0
2463,264.81,BR,web,debito,07:42,2025-05-17,USER_1121,0
2464,517.1,BR,web,debito,20:07,2025-05-04,USER_1657,0
2465,510.76,BR,loja,debito,09:35,2025-04-11,USER_0416,0
2466,264.67,BR,app,debito,18:52,2025-04-11,USER_1972,0
2467,816.6,BR,web,credito,19:27,2025-04-21,USER_0331,0
2468,485.33,BR,app,debito,18:19,2025-03-13,USER_1598,0
2469,402.45,BR,loja,credito,08:50,2025-04-09,USER_0638,0
2470,84.67,BR,app,credito,07:04,2025-03-21,USER_0991,0
2471,428.06,BR,loja,credito,20:02,2025-04-29,USER_0851,0
2472,698.82,BR,loja,credito,07:29,2025-04-23,USER_0295,0
2473,697.79,BR,app,credito,14:30,2025-03-03,USER_0968,0
2474,556.71,BR,loja,debito,12:21,2025-05-13,USER_0703,0
2475,268.63,CN,loja,credito,19:02,2025-03-02,USER_0155,0
2476,351.85,BR,web,debito,10:55,2025-04-27,USER_1031,0
2477,473.46,BR,app,credito,20:24,2025-02-25,USER_1927,0
2478,416.57,BR,app,debito,17:29,2025-04-27,USER_0409,0
2479,776.49,BR,loja,debito,09:08,2025-03-04,USER_1537,0
2480,528.86,BR,app,debito,14:26,2025-04-06,USER_0931,0
2481,201.42,BR,app,credito,10:12,2025-03-19,USER_1748,0
2482,238.75,BR,loja,debito,09:41,2025-05-16,USER_1743,0
2483,209.97,BR,web,credito,18:39,2025-03-20,USER_1828,0
2484,534.95,BR,loja,debito,16:27,2025-04-08,USER_1276,0
2485,254.32,BR,loja,debito,17:10,2025-02-17,USER_0520,0
2486,251.09,BR,web,credito,12:47,2025-03-03,USER_1776,0
2487,470.2,BR,loja,credito,12:48,2025-03-18,USER_1440,0
2488,419.68,BR,loja,credito,10:29,2025-03-30,USER_1753,0
2489,254.16,BR,web,debito,16:14,2025-03-24,USER_0724,0
2490,323.11,BR,app,credito,08:50,2025-04-08,USER_1634,0
2491,313.79,BR,web,credito,15:59,2025-03-17,USER_0812,0
2492,723.17,BR,app,debito,11:55,2025-05-03,USER_0099,0
2493,129.47,BR,loja,debito,21:15,2025-03-06,USER_0985,0
2494,476.13,BR,loja,credito,11:50,2025-03-29,USER_0606,0
2495,477.49,BR,app,debito,15:23,2025-04-30,USER_0941,0
2496,402.67,BR,loja,debito,07:38,2025-03-07,USER_0700,0
2497,621.43,BR,loja,credito,10:57,2025-04-13,USER_0600,0
2498,257.76,BR,loja,credito,16:19,2025-04-01,USER_1608,0
2499,222.08,BR,web,credito,09:45,2025-03-29,USER_0549,0
2500,499.54,BR,loja,credito,11:07,2025-03-24,USER_0123,0
2501,521.98,BR,app,credito,10:19,2025-03-24,USER_0861,0
2502,360.41,BR,app,credito,07:47,2025-04-18,USER_1763,0
2503,111.66,BR,app,credito,12:15,2025-03-29,USER_1202,0
2504,1432.87,RU,web,debito,6:14,2025-05-03,USER_0934,1
2505,489.57,BR,loja,debito,06:25,2025-04-08,USER_0314,0
2506,623.09,BR,web,credito,09:09,2025-05-06,USER_1427,0
2507,156.0,BR,app,debito,16:59,2025-03-20,USER_1266,0
2508,575.73,BR,loja,credito,08:32,2025-04-22,USER_0436,0
2509,513.02,BR,app,credito,20:19,2025-05-07,USER_0096,0
2510,552.29,BR,app,debito,14:28,2025-02-23,USER_1216,0
2511,11.49,BR,loja,debito,16:14,2025-04-26,USER_0741,0
2512,83.39,BR,app,credito,17:10,2025-05-12,USER_0534,1
2513,375.52,BR,app,debito,14:19,2025-02-28,USER_1528,0
2514,517.28,CN,loja,debito,06:25,2025-04-01,USER_0882,0
2515,365.7,BR,loja,credito,18:31,2025-04-25,USER_0361,0
2516,379.24,BR,loja,debito,15:41,2025-05-09,USER_1828,0
2517,611.23,BR,loja,debito,08:54,2025-03-15,USER_0784,0
2518,453.73,BR,app,credito,19:45,2025-04-08,USER_0233,0
2519,46.24,BR,loja,debito,15:24,2025-03-21,USER_0530,1
2520,696.81,FR,web,credito,15:12,2025-02-23,USER_0680,0
2521,732.69,CN,app,credito,10:36,2025-03-08,USER_0365,0
2522,246.13,BR,loja,debito,14:42,2025-03-12,USER_1644,0
2523,491.24,BR,loja,credito,18:41,2025-04-24,USER_0998,0
2524,801.95,BR,loja,credito,18:06,2025-04-13,USER_0398,0
2525,424.55,BR,app,debito,20:40,2025-04-24,USER_1512,0
2526,347.74,RU,web,debito,21:49,2025-03-29,USER_1201,0
2527,484.86,FR,web,credito,15:50,2025-02-25,USER_0017,0
2528,136.09,US,app,debito,08:21,2025-05-08,USER_1294,0
2529,523.46,BR,loja,credito,09:34,2025-04-07,USER_1983,0
2530,250.06,BR,loja,credito,13:49,2025-04-24,USER_0483,0
2531,423.25,FR,app,debito,20:30,2025-03-28,USER_1460,0
2532,93.55,BR,loja,credito,10:41,2025-05-13,USER_0874,0
2533,230.88,BR,app,debito,19:59,2025-03-29,USER_1297,0
2534,207.0,BR,web,credito,21:29,2025-03-11,USER_1962,0
2535,455.35,BR,loja,debito,14:17,2025-02-25,USER_1955,0
2536,683.24,BR,app,credito,15:53,2025-03-27,USER_1950,0
2537,43.56,BR,loja,debito,16:56,2025-04-10,USER_1089,0
2538,691.34,BR,loja,debito,20:15,2025-05-12,USER_0915,0
2539,457.5,BR,loja,credito,13:46,2025-03-11,USER_1793,0
2540,512.3,BR,web,credito,09:14,2025-04-24,USER_1883,0
2541,84.27,BR,app,credito,09:13,2025-03-04,USER_1365,0
2542,805.01,BR,web,pre-pago,10:39,2025-04-02,USER_0198,1
2543,453.93,BR,app,debito,18:23,2025-04-30,USER_1311,0
2544,489.82,BR,app,credito,11:49,2025-04-28,USER_0846,0
2545,563.18,BR,loja,debito,10:07,2025-02-23,USER_0769,0
2546,377.94,BR,loja,debito,19:29,2025-05-13,USER_0934,0
2547,817.29,BR,web,credito,06:00,2025-02-22,USER_0199,0
2548,439.44,BR,loja,credito,14:21,2025-03-29,USER_1679,0
2549,137.68,BR,loja,debito,13:07,2025-03-23,USER_0279,0
2550,861.92,BR,loja,credito,19:05,2025-04-04,USER_1183,1
2551,48.01,CN,app,credito,21:58,2025-04-01,USER_1850,0
2552,838.61,BR,web,debito,10:42,2025-05-03,USER_1923,0
2553,145.81,BR,web,debito,06:00,2025-05-05,USER_0473,0
2554,228.52,BR,loja,credito,16:38,2025-05-17,USER_0625,0
2555,218.76,BR,web,credito,09:52,2025-04-27,USER_0449,0
2556,579.85,BR,loja,debito,18:33,2025-04-03,USER_0270,0
2557,127.86,BR,loja,credito,08:47,2025-04-21,USER_0518,0
2558,371.09,BR,app,debito,21:52,2025-03-22,USER_0550,0
2559,515.09,US,app,debito,17:41,2025-04-20,USER_1308,0
2560,581.45,BR,app,credito,14:28,2025-04-17,USER_0229,0
2561,360.88,BR,loja,credito,16:45,2025-03-31,USER_0035,0
2562,176.1,CN,app,credito,06:36,2025-03-04,USER_0055,0
2563,321.62,BR,app,debito,06:07,2025-03-30,USER_1053,0
2564,443.8,BR,web,debito,06:59,2025-04-29,USER_1817,0
2565,375.33,BR,loja,debito,20:51,2025-05-17,USER_0203,0
2566,377.1,BR,web,credito,21:49,2025-03-15,USER_0161,0
2567,218.93,BR,loja,debito,09:39,2025-05-11,USER_0028,0
2568,498.41,BR,loja,debito,10:41,2025-04-22,USER_0721,0
2569,333.92,NG,loja,debito,18:16,2025-05-17,USER_0714,0
2570,370.38,BR,app,debito,11:34,2025-04-11,USER_0078,0
2571,394.69,BR,app,debito,10:25,2025-04-01,USER_1333,0
2572,356.79,NG,web,credito,07:51,2025-03-13,USER_0532,0
2573,679.03,BR,loja,credito,21:34,2025-05-03,USER_1138,0
2574,216.35,BR,app,debito,07:10,2025-04-07,USER_1306,0
2575,243.73,BR,web,credito,19:06,2025-05-15,USER_0525,0
2576,162.02,BR,app,credito,19:31,2025-02-17,USER_1702,0
2577,373.05,BR,loja,credito,19:52,2025-04-23,USER_0630,0
2578,720.71,BR,loja,debito,06:45,2025-04-04,USER_1629,0
2579,491.63,RU,loja,credito,07:37,2025-03-26,USER_1530,0
2580,587.22,BR,loja,debito,19:14,2025-04-27,USER_0705,0
2581,424.51,BR,app,credito,13:11,2025-02-28,USER_0200,0
2582,207.19,BR,loja,credito,21:12,2025-05-01,USER_1133,0
2583,503.8,BR,loja,credito,11:47,2025-04-24,USER_1496,0
2584,343.91,BR,loja,credito,14:37,2025-02-24,USER_0723,0
2585,419.94,BR,app,credito,06:43,2025-03-02,USER_1749,0
2586,710.92,BR,app,credito,14:36,2025-04-20,USER_0532,0
2587,502.13,BR,app,credito,09:05,2025-03-16,USER_0950,0
2588,538.15,BR,loja,credito,14:45,2025-02-27,USER_1345,0
2589,52.69,BR,app,credito,20:05,2025-03-08,USER_0648,0
2590,427.95,BR,app,credito,21:45,2025-03-10,USER_0158,0
2591,305.57,CN,app,debito,20:58,2025-03-18,USER_0621,0
2592,700.3,BR,app,debito,06:42,2025-05-07,USER_0621,0
2593,203.36,BR,app,credito,12:18,2025-03-23,USER_1198,0
2594,410.25,BR,app,debito,11:33,2025-04-12,USER_0813,0
2595,829.01,BR,loja,debito,08:24,2025-04-25,USER_1352,0
2596,306.43,BR,app,credito,13:23,2025-04-19,USER_1334,0
2597,415.39,BR,app,debito,16:21,2025-02-20,USER_0856,0
2598,411.9,BR,app,debito,10:35,2025-02-22,USER_1214,0
2599,269.01,BR,app,credito,16:20,2025-05-03,USER_1034,0
2600,187.03,BR,app,debito,18:52,2025-04-27,USER_0120,0
2601,599.0,BR,app,credito,11:26,2025-05-01,USER_0314,0
2602,382.73,BR,app,debito,12:08,2025-03-20,USER_1521,0
2603,215.09,BR,app,debito,16:40,2025-05-13,USER_0650,0
2604,341.21,BR,loja,debito,19:09,2025-03-31,USER_1128,0
2605,568.91,BR,app,credito,13:55,2025-04-09,USER_0208,0
2606,31.02,BR,app,debito,20:25,2025-03-21,USER_0256,0
2607,187.78,BR,app,debito,18:42,2025-05-15,USER_0191,0
2608,373.45,BR,app,debito,19:07,2025-04-30,USER_1233,0
2609,548.32,BR,app,credito,10:03,2025-04-19,USER_0804,0
2610,563.76,BR,loja,debito,09:55,2025-04-18,USER_1165,0
2611,489.78,BR,app,debito,16:14,2025-05-08,USER_1183,0
2612,224.86,US,loja,debito,08:15,2025-04-15,USER_0283,0
2613,465.04,BR,loja,credito,12:48,2025-03-21,USER_0235,0
2614,339.58,BR,app,debito,13:54,2025-04-05,USER_1811,0
2615,504.14,BR,app,credito,13:39,2025-04-25,USER_0370,0
2616,789.8,BR,loja,pre-pago,09:35,2025-03-12,USER_1354,0
2617,94.37,BR,web,credito,06:32,2025-03-28,USER_0424,0
2618,609.43,BR,loja,credito,20:50,2025-03-18,USER_1878,0
2619,572.93,BR,web,credito,06:03,2025-02-27,USER_0663,0
2620,168.76,BR,app,debito,19:12,2025-03-20,USER_1956,0
2621,640.7,BR,app,credito,14:54,2025-02-25,USER_0809,0
2622,430.75,BR,app,debito,18:45,2025-03-22,USER_1608,0
2623,413.28,BR,loja,credito,19:04,2025-03-20,USER_0107,0
2624,438.97,BR,app,credito,08:12,2025-04-19,USER_1180,0
2625,632.37,BR,app,debito,15:32,2025-03-31,USER_1145,0
2626,87.24,BR,loja,credito,18:58,2025-03-08,USER_1823,0
2627,423.77,BR,web,credito,16:40,2025-05-17,USER_1777,0
2628,634.23,BR,loja,credito,17:44,2025-04-04,USER_0781,0
2629,591.29,BR,loja,credito,11:36,2025-03-24,USER_0993,0
2630,504.45,BR,app,debito,09:04,2025-04-22,USER_0426,0
2631,445.99,BR,loja,debito,06:53,2025-04-21,USER_0257,0
2632,369.35,BR,app,debito,16:01,2025-03-27,USER_0787,0
2633,540.08,BR,loja,debito,19:17,2025-05-15,USER_1284,0
2634,342.23,BR,loja,debito,16:48,2025-04-02,USER_0650,0
2635,312.45,BR,loja,credito,11:02,2025-05-02,USER_0964,0
2636,314.15,BR,web,credito,12:16,2025-02-22,USER_0515,0
2637,311.47,BR,loja,debito,20:25,2025-03-06,USER_1117,0
2638,142.82,BR,web,credito,21:52,2025-02-24,USER_0662,0
2639,419.12,BR,app,credito,07:14,2025-05-14,USER_0847,0
2640,452.29,BR,loja,credito,16:07,2025-04-30,USER_1388,0
2641,289.46,NG,app,credito,12:19,2025-05-01,USER_1476,0
2642,153.56,BR,web,credito,18:27,2025-03-18,USER_0038,0
2643,188.88,BR,web,debito,10:02,2025-04-03,USER_1165,0
2644,432.51,BR,loja,debito,17:47,2025-04-17,USER_0909,0
2645,415.45,BR,app,credito,19:40,2025-02-22,USER_0883,0
2646,814.6,BR,app,credito,17:10,2025-04-04,USER_0821,0
2647,831.78,RU,loja,credito,12:15,2025-05-09,USER_1617,0
2648,178.76,BR,app,credito,15:06,2025-03-15,USER_1470,0
2649,588.21,BR,loja,credito,13:23,2025-05-10,USER_1308,0
2650,161.05,BR,app,debito,16:31,2025-03-15,USER_0742,0
2651,240.67,BR,app,credito,21:33,2025-03-28,USER_0071,0
2652,204.84,BR,loja,credito,18:05,2025-03-03,USER_0843,0
2653,476.15,BR,loja,debito,11:58,2025-03-05,USER_0753,0
2654,264.66,BR,loja,credito,08:32,2025-05-04,USER_0604,0
2655,640.72,BR,app,debito,10:14,2025-05-04,USER_0294,0
2656,417.75,BR,loja,debito,14:53,2025-04-01,USER_0148,0
2657,407.19,BR,app,credito,16:04,2025-04-30,USER_0388,0
2658,265.33,BR,app,debito,09:15,2025-03-14,USER_1105,0
2659,85.02,BR,web,credito,10:44,2025-03-09,USER_0393,0
2660,582.67,BR,loja,debito,08:26,2025-04-26,USER_0814,0
2661,434.4,BR,loja,debito,18:32,2025-03-11,USER_0138,0
2662,413.41,BR,loja,credito,11:26,2025-03-14,USER_1840,0
2663,151.7,US,loja,debito,08:10,2025-05-13,USER_0260,0
2664,72.04,BR,app,credito,21:18,2025-04-05,USER_1645,0
2665,264.38,BR,app,credito,18:09,2025-04-10,USER_1183,0
2666,600.16,BR,loja,credito,15:45,2025-03-25,USER_1143,0
2667,54.26,BR,app,debito,18:02,2025-03-21,USER_1391,0
2668,277.87,FR,web,debito,14:20,2025-03-10,USER_0400,0
2669,399.9,BR,app,credito,11:08,2025-04-08,USER_0501,0
2670,548.09,BR,web,debito,12:14,2025-03-06,USER_0405,0
2671,450.35,BR,app,debito,16:18,2025-03-27,USER_0645,0
2672,303.58,BR,app,credito,14:13,2025-02-19,USER_1459,0
2673,561.65,BR,app,debito,08:54,2025-05-06,USER_1662,0
2674,463.55,BR,web,debito,12:03,2025-04-22,USER_1063,0
2675,488.02,BR,app,debito,19:58,2025-05-14,USER_0870,0
2676,406.59,CN,app,credito,20:09,2025-04-10,USER_1236,0
2677,211.42,BR,app,credito,12:37,2025-05-05,USER_1210,0
2678,475.54,BR,loja,debito,16:18,2025-03-17,USER_1746,0
2679,474.6,BR,loja,credito,08:27,2025-04-05,USER_1780,0
2680,297.58,BR,app,credito,16:26,2025-03-12,USER_1050,0
2681,269.85,BR,app,debito,20:36,2025-04-18,USER_0195,0
2682,802.78,BR,app,debito,07:29,2025-03-10,USER_0423,0
2683,521.93,BR,loja,debito,18:30,2025-04-27,USER_0073,0
2684,496.61,BR,loja,debito,19:20,2025-03-25,USER_0233,0
2685,365.23,BR,app,debito,11:20,2025-04-20,USER_0899,0
2686,416.99,BR,app,credito,08:11,2025-03-10,USER_1168,0
2687,528.48,BR,loja,credito,12:40,2025-02-24,USER_0649,0
2688,370.86,BR,app,credito,21:03,2025-05-09,USER_0743,0
2689,471.37,BR,web,credito,11:49,2025-04-26,USER_0023,0
2690,316.45,BR,web,debito,13:20,2025-04-03,USER_1374,0
2691,404.25,BR,app,credito,12:46,2025-02-23,USER_0528,0
2692,633.96,BR,web,debito,18:18,2025-03-19,USER_0211,0
2693,340.09,BR,app,credito,13:18,2025-04-07,USER_1634,0
2694,661.01,BR,loja,debito,20:06,2025-05-17,USER_0047,0
2695,335.65,BR,app,credito,20:53,2025-04-05,USER_1331,0
2696,249.74,BR,app,credito,08:51,2025-05-12,USER_0461,0
2697,722.67,BR,app,debito,15:29,2025-04-14,USER_1774,0
2698,136.71,BR,app,credito,21:36,2025-03-13,USER_0911,0
2699,496.06,BR,loja,credito,09:52,2025-04-11,USER_1580,0
2700,108.93,BR,app,credito,17:07,2025-04-09,USER_1273,0
2701,485.52,BR,loja,debito,11:30,2025-02-21,USER_0794,0
2702,597.38,BR,app,credito,09:18,2025-04-27,USER_1980,0
2703,703.68,BR,web,credito,14:33,2025-03-20,USER_1617,0
2704,325.02,BR,loja,credito,11:26,2025-03-16,USER_1808,0
2705,545.13,BR,loja,debito,07:07,2025-03-03,USER_0110,0
2706,268.24,BR,app,credito,17:19,2025-03-22,USER_1900,0
2707,573.46,BR,web,debito,18:23,2025-05-09,USER_1276,0
2708,434.04,BR,app,debito,11:56,2025-04-24,USER_1980,0
2709,68.08,BR,loja,credito,17:58,2025-03-13,USER_0360,0
2710,465.61,BR,web,debito,19:05,2025-02-20,USER_1917,0
2711,502.41,BR,app,debito,16:25,2025-04-08,USER_1185,0
2712,519.54,BR,web,debito,10:11,2025-03-31,USER_0694,0
2713,278.97,BR,loja,debito,07:09,2025-04-02,USER_1584,0
2714,483.89,BR,loja,debito,08:10,2025-03-03,USER_0878,0
2715,509.4,BR,loja,credito,09:42,2025-04-10,USER_0382,0
2716,146.25,BR,app,debito,16:04,2025-04-24,USER_1375,0
2717,445.78,BR,loja,debito,14:49,2025-05-11,USER_0756,0
2718,779.68,BR,app,credito,16:00,2025-02-21,USER_1362,0
2719,673.61,BR,app,debito,20:17,2025-03-09,USER_1096,0
2720,282.52,BR,app,credito,12:35,2025-02-27,USER_1494,0
2721,412.0,BR,web,debito,17:12,2025-02-23,USER_0179,0
2722,832.59,BR,loja,credito,8:03,2025-04-06,USER_1914,1
2723,207.85,BR,web,credito,11:08,2025-04-07,USER_0910,0
2724,50.31,BR,app,credito,13:03,2025-02-25,USER_1375,0
2725,554.4,BR,loja,credito,10:06,2025-02-19,USER_1515,0
2726,384.79,BR,app,debito,17:44,2025-03-12,USER_0123,0
2727,361.13,BR,app,credito,06:49,2025-03-04,USER_0710,0
2728,458.08,BR,app,credito,08:28,2025-05-08,USER_0066,0
2729,778.24,BR,app,debito,19:29,2025-04-09,USER_1068,0
2730,443.96,RU,app,credito,18:24,2025-03-30,USER_1406,0
2731,452.16,BR,app,debito,08:58,2025-04-10,USER_0149,0
2732,501.11,BR,app,debito,14:22,2025-03-28,USER_0314,0
2733,241.56,BR,app,credito,09:50,2025-05-13,USER_0445,0
2734,586.18,BR,app,credito,18:26,2025-03-07,USER_0312,0
2735,204.34,BR,loja,credito,14:52,2025-04-17,USER_0493,0
2736,604.34,BR,app,debito,21:16,2025-05-11,USER_1839,0
2737,544.65,CN,app,debito,13:02,2025-03-10,USER_1768,0
2738,414.76,US,loja,credito,13:07,2025-03-23,USER_1249,0
2739,348.55,BR,loja,credito,09:28,2025-05-16,USER_0281,0
2740,329.32,BR,app,debito,14:28,2025-02-20,USER_0473,0
2741,179.2,BR,app,credito,13:35,2025-05-14,USER_0862,0
2742,118.2,BR,app,credito,13:01,2025-05-15,USER_0511,0
2743,701.65,BR,app,credito,11:21,2025-04-08,USER_1540,0
2744,771.95,BR,app,credito,11:05,2025-04-26,USER_1995,0
2745,120.58,BR,loja,credito,15:17,2025-04-14,USER_0652,0
2746,522.84,BR,loja,debito,19:46,2025-05-17,USER_0072,0
2747,36.27,BR,loja,credito,14:14,2025-04-24,USER_0517,0
2748,439.96,BR,app,debito,10:03,2025-02-23,USER_0414,0
2749,571.23,BR,loja,debito,10:07,2025-04-15,USER_1408,0
2750,88.68,BR,loja,debito,17:23,2025-02-21,USER_1915,0
2751,271.13,BR,app,debito,10:18,2025-04-13,USER_0737,0
2752,440.82,US,app,credito,17:33,2025-04-28,USER_1358,0
2753,714.62,BR,app,debito,22:00,2025-04-19,USER_0971,1
2754,380.1,BR,app,credito,15:54,2025-03-20,USER_1508,0
2755,289.14,BR,web,debito,06:59,2025-05-13,USER_0761,0
2756,542.76,BR,loja,credito,17:16,2025-02-20,USER_1519,0
2757,352.67,BR,app,credito,09:17,2025-02-18,USER_0586,0
2758,537.27,BR,loja,debito,10:15,2025-04-19,USER_0262,0
2759,462.47,BR,web,debito,11:05,2025-04-30,USER_0581,0
2760,313.16,BR,app,debito,07:20,2025-05-10,USER_0723,0
2761,766.65,BR,loja,credito,09:22,2025-03-28,USER_1453,0
2762,298.03,BR,app,credito,07:38,2025-02-28,USER_1236,0
2763,283.07,BR,app,debito,17:52,2025-04-21,USER_1929,0
2764,420.16,BR,app,debito,19:09,2025-04-01,USER_0973,0
2765,244.86,BR,app,credito,09:14,2025-04-03,USER_1423,0
2766,43.35,BR,loja,credito,11:52,2025-02-20,USER_0874,0
2767,118.51,BR,loja,debito,06:57,2025-05-17,USER_0705,0
2768,308.41,BR,loja,debito,19:53,2025-03-23,USER_0410,0
2769,535.08,BR,app,credito,11:10,2025-04-03,USER_0062,0
2770,403.69,BR,app,debito,20:48,2025-05-05,USER_0087,0
2771,355.53,BR,loja,debito,08:14,2025-05-12,USER_0406,0
2772,443.37,BR,loja,debito,08:05,2025-02-27,USER_1864,0
2773,98.91,BR,loja,credito,07:18,2025-03-11,USER_1261,0
2774,144.7,BR,app,debito,15:12,2025-02-26,USER_1868,0
2775,690.18,BR,loja,credito,10:17,2025-03-03,USER_0901,0
2776,222.33,BR,app,credito,13:48,2025-05-03,USER_1151,0
2777,358.52,BR,loja,credito,06:32,2025-04-17,USER_0299,0
2778,250.68,BR,app,credito,17:12,2025-04-25,USER_0759,0
2779,273.58,BR,loja,debito,14:58,2025-03-24,USER_0616,0
2780,419.47,BR,loja,credito,12:44,2025-02-23,USER_1685,0
2781,269.64,BR,web,credito,17:36,2025-04-02,USER_0262,0
2782,222.1,BR,app,credito,12:08,2025-03-05,USER_0553,0
2783,628.02,BR,web,credito,10:15,2025-05-07,USER_1274,0
2784,521.45,BR,app,debito,21:55,2025-05-14,USER_1236,0
2785,426.71,BR,app,credito,15:40,2025-03-12,USER_1569,0
2786,68.99,BR,loja,debito,13:25,2025-03-15,USER_0771,0
2787,171.38,BR,loja,credito,09:50,2025-04-05,USER_0852,0
2788,472.34,BR,app,credito,10:17,2025-03-03,USER_1753,0
2789,358.71,BR,app,debito,06:57,2025-04-11,USER_0595,0
2790,875.94,BR,web,credito,11:52,2025-05-07,USER_1893,1
2791,536.15,BR,loja,debito,09:29,2025-03-01,USER_0726,0
2792,167.4,BR,app,debito,14:45,2025-03-17,USER_1686,0
2793,454.98,BR,loja,credito,15:34,2025-03-01,USER_1821,0
2794,130.71,BR,web,credito,06:46,2025-03-22,USER_0792,0
2795,359.54,BR,loja,credito,18:33,2025-03-30,USER_1258,0
2796,312.89,BR,app,credito,09:04,2025-02-17,USER_1422,0
2797,258.5,BR,app,debito,21:00,2025-03-05,USER_0709,0
2798,405.0,BR,loja,debito,17:05,2025-04-21,USER_0313,0
2799,690.24,BR,loja,credito,09:49,2025-03-15,USER_0747,0
2800,298.98,BR,loja,credito,07:53,2025-03-05,USER_0953,0
2801,639.63,BR,app,debito,12:48,2025-02-22,USER_0846,0
2802,185.2,BR,app,credito,18:16,2025-03-07,USER_0349,0
2803,317.39,BR,web,debito,15:24,2025-03-19,USER_1455,0
2804,263.32,BR,app,credito,07:56,2025-05-05,USER_1688,0
2805,254.3,BR,app,credito,10:15,2025-02-22,USER_1866,0
2806,389.93,BR,loja,debito,09:07,2025-03-05,USER_0409,0
2807,333.03,BR,app,debito,17:37,2025-02-17,USER_1030,0
2808,472.74,BR,loja,credito,20:14,2025-05-03,USER_1223,0
2809,839.81,BR,web,debito,16:06,2025-05-03,USER_1896,0
2810,357.92,BR,loja,debito,18:16,2025-04-10,USER_0083,0
2811,857.85,BR,web,credito,17:27,2025-05-10,USER_1595,0
2812,251.03,BR,loja,credito,18:35,2025-04-19,USER_1387,0
2813,156.92,BR,loja,debito,08:33,2025-04-05,USER_0340,0
2814,260.54,BR,app,credito,12:20,2025-04-19,USER_0302,0
2815,377.08,BR,app,credito,07:49,2025-04-24,USER_1585,0
2816,78.76,BR,loja,credito,07:27,2025-02-17,USER_0778,0
2817,517.06,BR,loja,debito,09:19,2025-03-18,USER_0043,0
2818,215.9,BR,app,credito,13:39,2025-03-20,USER_0810,0
2819,622.68,BR,loja,debito,21:36,2025-04-04,USER_0407,0
2820,432.65,BR,loja,debito,20:38,2025-05-09,USER_0998,0
2821,495.97,BR,web,credito,12:43,2025-04-18,USER_0578,0
2822,455.46,BR,loja,debito,16:07,2025-04-16,USER_1491,0
2823,424.84,BR,app,debito,16:57,2025-05-08,USER_1092,0
2824,361.55,BR,loja,credito,08:19,2025-03-26,USER_0069,0
2825,457.37,BR,loja,credito,09:10,2025-04-23,USER_1517,0
2826,327.12,BR,loja,credito,10:23,2025-03-05,USER_0437,0
2827,419.01,BR,app,debito,12:16,2025-05-08,USER_1935,0
2828,601.37,BR,loja,pre-pago,20:59,2025-03-27,USER_1764,0
2829,528.38,BR,loja,debito,12:02,2025-02-21,USER_0664,0
2830,146.28,BR,app,credito,06:55,2025-05-09,USER_1668,0
2831,510.18,BR,app,debito,08:20,2025-03-30,USER_0279,0
2832,316.07,BR,loja,credito,15:48,2025-03-05,USER_1364,0
2833,459.67,BR,loja,debito,08:23,2025-03-07,USER_0534,0
2834,3284.84,CN,web,pre-pago,4:00,2025-04-18,USER_0825,1
2835,529.05,BR,app,credito,11:29,2025-02-25,USER_0452,0
2836,567.1,BR,app,debito,15:47,2025-04-21,USER_0500,1
2837,788.29,BR,app,debito,06:52,2025-04-25,USER_0462,0
